ResponseId,7040_1,7040_2,7040_3,10020_1,10020_2,10020_3,5550_1,5550_2,5550_3,9010_1,9010_2,9010_3,State,Gender,D2_2_TEXT,Education,Race,D4_8_TEXT,Community,D5_4_TEXT,Age,Political Affiliation,D7_5_TEXT
R_eh8E0kW5aeJV6Nz,5.5,5,2.8,,,,,,,,,,llinois,Female,,Bachelor degree,Black or African-American,,Suburban community,,62,Democratic party,
R_0wcKeN8G6Ct1iDv,,,,,,,6.6,9,4,,,,NY,Female,,Bachelor degree,White,,Rural community,,37,Democratic party,
R_7WLwMxXieNT4QRb,,,,,,,,,,7.2,4,8.2,MN,Female,,Bachelor degree,White,,Suburban community,,44,Republican Party,
R_2SwSvgrPlxXm6TV,,,,,,,,,,7.6,3.5,9,CA,Female,,"High school degree or equivalent (e.g., GED)",Asian,,Suburban community,,26,Democratic party,
R_1kHpTQ2JuKfBSi7,,,,7.7,3.2,8.6,,,,,,,Pennsylvania,Female,,Some college but no degree,Black or African-American,,City or urban community,,47,Independent,
R_2RV9x8EXn78Fu8X,1,9,1,,,,,,,,,,Kentucky,Male,,Some college but no degree,White,,Rural community,,31,Independent,
R_2Sejcc9UWLfQQZ7,,,,1.4,8.1,5.7,,,,,,,tennessee,Female,,Some college but no degree,White,,Suburban community,,23,Independent,
R_2RaHu1JwJiYh3mm,,,,,,,,,,1.8,3.1,8,in,Female,,Graduate degree,White,,Suburban community,,42,Republican Party,
R_3lSLffXml2mDJVK,,,,7,7,9,,,,,,,Ohio,Male,,Bachelor degree,White,,Suburban community,,29,Independent,
R_OeOzpft4WYTesAV,,,,,,,1,8.6,7.9,,,,New Jersey,Female,,Some college but no degree,"Spanish, Hispanic, or Latino,Black or African-American",,Suburban community,,33,Independent,
R_2xXh2bPjV0lhLz9,8.1,7.5,7.7,,,,,,,,,,Texas,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,58,Democratic party,
R_zYfPRZ3My43CBAl,,,,,,,,,,7.6,8.1,8,florida,Female,,"High school degree or equivalent (e.g., GED)",Black or African-American,,"City or urban community,Rural community,Other (please specify):",,22,Democratic party,
R_3ma8meQWNNQnpmS,,,,,,,1,8,9,,,,Arizona,Female,,Bachelor degree,White,,City or urban community,,48,Democratic party,
R_1GV6RGpJiGHBFak,,,,1.1,2.7,7.7,,,,,,,Michigan,Female,,Bachelor degree,White,,Rural community,,29,Republican Party,
R_skdjp7LCKu38QN3,7.1,5.8,6.5,,,,,,,,,,illinois,Female,,Some college but no degree,White,,City or urban community,,41,"Democratic party,Independent",
R_30er0avRMCmBqRC,,,,,,,,,,2,9,6,New Jersey,Male,,Associate degree,White,,Suburban community,,27,Republican Party,
R_1IaWG9yQocrVbbT,1.5,6,3.5,,,,,,,,,,Vermont,Male,,Bachelor degree,White,,Suburban community,,26,Republican Party,
R_1PRwz4FcbzIcA1w,,,,,,,6.9,9,9,,,,Texas,Female,,Bachelor degree,Black or African-American,,City or urban community,,38,Democratic party,
R_2CIJomplGXaDwrx,,,,2.7,3.6,3.1,,,,,,,New Jersey,Male,,Bachelor degree,White,,Suburban community,,46,Republican Party,
R_tRJI3uRu4coPmDL,,,,7.4,7.9,7.5,,,,,,,CA,Male,,Bachelor degree,White,,City or urban community,,27,Democratic party,
R_3qF4Lg0LO3aapkn,,,,,,,,,,5.8,6.1,4.1,Ohio,Female,,Graduate degree,Other (please specify):,Mixed,Rural community,,35,Independent,
R_1mOzwey9eZhz9lJ,2,8.5,4,,,,,,,,,,California,Female,,Some college but no degree,White,,Suburban community,,54,Democratic party,
R_2B2PMA5kxYedjNa,,,,,,,6,8,9,,,,FL,Female,,Some college but no degree,White,,Suburban community,,38,Democratic party,
R_6stOGI9uwLWiw2R,,,,4.5,5.1,4.7,,,,,,,Wisconsin,Male,,Bachelor degree,White,,Rural community,,27,Republican Party,
R_3KTJPT0TJvVUXVY,,,,,,,1,9,4,,,,,Female,,Graduate degree,White,,Suburban community,,27,Democratic party,
R_1QDFjkaY7bQ0bU0,,,,,,,6,8,9,,,,Florida,Female,,Bachelor degree,White,,City or urban community,,56,Independent,
R_1P29eNq629Q68Hf,1.5,8.6,3.8,,,,,,,,,,Virginia,Male,,Bachelor degree,White,,Suburban community,,28,Republican Party,
R_PvuCL5g6GA8G4h3,,,,,,,,,,4,7,7,ca,Female,,Associate degree,"Asian,Asian-American",,Suburban community,,50,Democratic party,
R_2DTbob76aNDxOZT,1,9,4,,,,,,,,,,Texas,Female,,Bachelor degree,White,,City or urban community,,40,Independent,
R_pgE2XNPXUdCh5aF,,,,5.2,9,3.5,,,,,,,Missouri,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,55,Republican Party,
R_3KJ9sPkEYYhLBRZ,,,,,,,,,,9,8,9,California,Female,,"High school degree or equivalent (e.g., GED)",Asian,,City or urban community,,19,Democratic party,
R_3ERpbj4YLJPAFCH,1,6.6,1,,,,,,,,,,Wisconsin,Female,,Some college but no degree,White,,City or urban community,,21,Independent,
R_0SXEm734MOyMOGd,,,,9,1,6.6,,,,,,,mt,Male,,Some college but no degree,White,,Suburban community,,43,Republican Party,
R_2rpTrELsHLUVEyO,,,,,,,3.4,6.1,8.5,,,,Utah,Male,,Associate degree,White,,Suburban community,,33,Independent,
R_1jvmPK26I51h98m,1,9,2.6,,,,,,,,,,California,Male,,Bachelor degree,White,,City or urban community,,32,Democratic party,
R_1gb9F8byOlAAynp,,,,,,,,,,3,8,9,Washington,Female,,Bachelor degree,White,,Suburban community,,34,Democratic party,
R_TvJ1J7Fle8gb077,,,,4.1,6.9,6.2,,,,,,,texas,Female,,Bachelor degree,White,,Rural community,,29,Republican Party,
R_2PpwpmUSCZNIGqP,,,,,,,3.2,6.6,7.3,,,,michigan,Female,,Graduate degree,White,,Suburban community,,57,Republican Party,
R_39KfeEIpzrKo7WV,1.7,7.4,8,,,,,,,,,,Colorado,Male,,Associate degree,White,,City or urban community,,29,Libertarian Party,
R_1lAx4wJnMsuZIHV,,,,,,,,,,7.1,3.9,9,Washington,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,29,Democratic party,
R_r7GT1pCGF85FjZ7,,,,8.5,2,4.5,,,,,,,NY,Male,,Bachelor degree,White,,Rural community,,35,Republican Party,
R_QhQKn9aHvtE9wVX,,,,,,,,,,1,9,2.9,Texas,Female,,Some college but no degree,Black or African-American,,Rural community,,41,Democratic party,
R_3KxdxR1p1msJhaH,,,,,,,1,1,1,,,,Ohio,Female,,Some college but no degree,White,,Suburban community,,21,Democratic party,
R_s6Y4MJxOm70G4Jr,,,,7.1,3.1,8.2,,,,,,,Maryland,Female,,Bachelor degree,White,,City or urban community,,23,Democratic party,
R_3M4Ip9i7mvzncWJ,,,,,,,,,,1,5.2,2.7,oklahoma,Female,,Bachelor degree,White,,Suburban community,,46,Democratic party,
R_2BaCKjh4kHdCZ2M,,,,,,,1,6.7,9,,,,Georgia,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,29,Republican Party,
R_21iA5nc2Eu75BTn,9,3,3,,,,,,,,,,Ohio,Male,,Bachelor degree,Other (please specify):,Middle Eastern Descent,Suburban community,,59,Independent,
R_3fiR6vDV0ITODTH,,,,,,,4.2,4.5,9,,,,AZ,Female,,Associate degree,White,,Suburban community,,50,Independent,
R_2fvZ4yCsp8zEomB,,,,,,,,,,9,5,1,Michigan,Male,,Associate degree,White,,City or urban community,,44,Republican Party,
R_22Eq7ZzT6TdXJb7,,,,,,,,,,3.5,5.9,6.8,Texas,Female,,Bachelor degree,American Indian or Alaskan Native,,City or urban community,,25,Democratic party,
R_21B8LNtUxHdEpBe,6,5,6,,,,,,,,,,Arizona,Female,,Some college but no degree,White,,Rural community,,29,Republican Party,
R_vxJPOhzgX1ltb8Z,7,5,9,,,,,,,,,,New York,Male,,Bachelor degree,White,,City or urban community,,40,Democratic party,
R_21BrrJSLZO5k5Cu,,,,,,,6.1,4.5,4.7,,,,UTAH,Female,,Some college but no degree,White,,Suburban community,,28,Republican Party,
R_9NSz0Dd53g2MZPP,,,,1,9,1,,,,,,,WI,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,22,"Democratic party,Independent",
R_10N34HXiOIKLNhH,,,,8,3,6,,,,,,,Florida,Female,,Graduate degree,White,,Suburban community,,57,Democratic party,
R_12L4Z0foV21ytcN,,,,4,5,7,,,,,,,California,Male,,Some college but no degree,Asian,,Suburban community,,34,"Democratic party,Independent",
R_1n7oSxu2l22yrMv,,,,,,,4.1,9,4,,,,Connecticut,Female,,Associate degree,White,,Suburban community,,54,Democratic party,
R_1jIX2C8d2I6GI1w,,,,,,,,,,5.1,6.8,5,New York State,Male,,Graduate degree,White,,Suburban community,,48,Independent,
R_2TvfI6J08Yaxh1t,8.2,6.6,3.8,,,,,,,,,,Georgia,Male,,Associate degree,White,,Suburban community,,30,Democratic party,
R_12DTqqVZKd4Lwn1,,,,1.4,8.2,2.4,,,,,,,New York,Male,,Bachelor degree,Asian,,Suburban community,,25,Democratic party,
R_3L84iCDmX8DxbR0,,,,,,,,,,5.1,9,5.1,Ohio,Female,,Bachelor degree,Black or African-American,,Suburban community,,41,Democratic party,
R_3Eg1VMmnv8gYuoE,4.7,4.1,5.9,,,,,,,,,,Minnesota,Female,,Some college but no degree,White,,Suburban community,,39,Democratic party,
R_3exHHibiX5SSa01,,,,,,,,,,3,2,9,NC,Female,,Some college but no degree,Black or African-American,,Suburban community,,26,Republican Party,
R_BEO1Fg2srn4Vfwd,,,,,,,1,9,9,,,,North Carolina,Female,,Bachelor degree,White,,City or urban community,,26,Democratic party,
R_yECpJM7E99Tk7Xb,,,,2.9,3,9,,,,,,,FL,Female,,Bachelor degree,White,,Suburban community,,60,Other (please specify):,Libertarian
R_24PmbsuzOGbDTlW,7,3,8,,,,,,,,,,CT,Female,,Graduate degree,White,,Suburban community,,48,Democratic party,
R_28ZY6xji8CeJWTn,,,,,,,1,6.2,3.9,,,,Colorado,Male,,Bachelor degree,White,,City or urban community,,23,Democratic party,
R_eaCQNJJEEE6df8Z,3,7.1,6.5,,,,,,,,,,oh,Female,,Some college but no degree,White,,Suburban community,,56,Independent,
R_1hA6tfYZB82Aa2h,,,,2,9,7,,,,,,,Illinois,Female,,Bachelor degree,White,,City or urban community,,46,Democratic party,
R_1IY2OZZ3ZEXapU6,,,,,,,,,,8,4,9,Florida,Male,,Associate degree,White,,Suburban community,,25,Independent,
R_z8RjpiaSvoeOaK5,,,,,,,1.4,4.4,8.6,,,,michigan,Female,,Associate degree,White,,Rural community,,40,Republican Party,
R_6nazVwVbeh95go9,,,,,,,1,8.9,9,,,,TX,Female,,"High school degree or equivalent (e.g., GED)","White,Asian",,Suburban community,,35,Independent,
R_1jNxfAwKxGfVpDA,3,6,7,,,,,,,,,,Kentucky,Male,,Bachelor degree,White,,Suburban community,,42,Independent,
R_1OIRLm6phrZ5kX4,,,,,,,,,,9,1.5,7,Missouri,Male,,Bachelor degree,Other (please specify):,American,Rural community,,29,"Democratic party,Republican Party,Green Party,Libertarian Party,Other (please specify):,Independent",other
R_3gMgoBiFG4sLqtl,,,,,,,,,,9,1,1,IL,Female,,Associate degree,White,,Rural community,,36,Independent,
R_Ptgdo1H4hDokLCN,,,,,,,2.8,8,9,,,,Massachusetts,Male,,Graduate degree,White,,Suburban community,,46,Green Party,
R_3qNZJNeoRwJ5OHN,,,,2.9,4.1,8.7,,,,,,,Michigan,Female,,Bachelor degree,White,,Suburban community,,49,Independent,
R_3nTXcNRGadYxrSa,,,,8,1.5,9,,,,,,,Ohio,Female,,Some college but no degree,White,,Suburban community,,22,Democratic party,
R_1hYKf7QiP7ARdrC,7.3,7.4,8.8,,,,,,,,,,Ny,Female,,Bachelor degree,White,,Suburban community,,31,Democratic party,
R_2cupzEb3yMtIcXn,,,,,,,,,,7,4,4.4,Virginia,Female,,Some college but no degree,White,,Suburban community,,32,Independent,
R_26bCV52P8PqecBE,1.2,8.9,6.7,,,,,,,,,,Pennsylvania,Female,,Bachelor degree,White,,Suburban community,,45,Republican Party,
R_272tWuppOkoDYni,,,,,,,1,3,6.1,,,,Tennessee,Male,,Bachelor degree,White,,City or urban community,,35,Republican Party,
R_a4Qvvz3embVThFT,,,,2,4.1,7,,,,,,,Maine,Female,,Some college but no degree,White,,City or urban community,,36,Republican Party,
R_2bmmTiOwuUak9jz,,,,8.1,3,8.1,,,,,,,illinois,Male,,Some college but no degree,White,,City or urban community,,45,Republican Party,
R_3IRfpRU4BTlYZxT,2,9,4,,,,,,,,,,Illinois,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,35,Independent,
R_oZVaXUxcdfIkmmR,7,6,9,,,,,,,,,,New Mexico,Female,,Bachelor degree,White,,Rural community,,51,Independent,
R_C9pgd4qFzqtNyDv,,,,,,,,,,9,2.1,6.3,Florida,Male,,Some college but no degree,White,,Suburban community,,49,Libertarian Party,
R_3rNVm2KVZs9uNSf,,,,,,,1,7,9,,,,CA,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,38,Democratic party,
R_3n2k6bAMGMb2j8N,,,,,,,1,8.7,8.9,,,,Tennessee,Male,,Bachelor degree,White,,Suburban community,,37,Republican Party,
R_3nxyMQzxzOfzIBE,,,,3,4.1,5,,,,,,,California,Male,,Bachelor degree,Asian,,Suburban community,,57,Republican Party,
R_PtWyNKXsjWTdMl3,7.4,1,9,,,,,,,,,,IL,Female,,Some college but no degree,White,,Suburban community,,33,Democratic party,
R_3PUmeTdaibSWLYu,,,,,,,,,,1,9,1,,Female,,Bachelor degree,Asian-American,,City or urban community,,,Democratic party,
R_1mKHLPnNIGOg7JM,,,,9,1.4,5,,,,,,,Florida,Female,,Bachelor degree,White,,Suburban community,,24,Republican Party,
R_pJzd3Iiwq6RzPnb,,,,,,,,,,1,9,1,Florida,Female,,Some college but no degree,White,,Suburban community,,28,Republican Party,
R_TqlhguzS2d4CcpP,,,,,,,1,8.9,1,,,,New Jersey,Female,,Bachelor degree,White,,Suburban community,,43,Democratic party,
R_1pXz6q5aGl7XIlm,,,,,,,,,,9,4.1,6.2,Georgia,Male,,Bachelor degree,White,,Suburban community,,52,Republican Party,
R_sZ2xogUapwfvP9L,8.3,5.8,6.8,,,,,,,,,,tx,Male,,Bachelor degree,White,,City or urban community,,66,Republican Party,
R_3r1ZOhwqLZD6V2V,,,,,,,1,9,1,,,,Michigan,Female,,Some college but no degree,Black or African-American,,City or urban community,,20,Independent,
R_3EsQVAmWVnEqyM3,,,,1,8.9,1,,,,,,,NM,Female,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,City or urban community,,53,Democratic party,
R_2zMyZYQ7pBLCFLI,,,,,,,,,,2,8,2,fl,Male,,Some college but no degree,White,,City or urban community,,51,Democratic party,
R_3qKxNTfSrnUYNTo,,,,9,1,9,,,,,,,California,Male,,Some college but no degree,White,,Suburban community,,23,Republican Party,
R_3PFRNhlisnMSyxj,1,9,7.7,,,,,,,,,,california,Male,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino,White",,City or urban community,,29,Democratic party,
R_ebKs6KDGTp6d5fj,,,,,,,6,2.4,3.8,,,,maryland,Male,,Some college but no degree,White,,Suburban community,,32,Independent,
R_xfnSrgRxEdyShfH,1.7,8,6.7,,,,,,,,,,Maryland,Male,,Graduate degree,White,,Suburban community,,35,Independent,
R_z2wmrX0jaV8cAo1,,,,5.1,5.1,9,,,,,,,Alabama,Female,,Bachelor degree,White,,City or urban community,,71,Republican Party,
R_UaTpFo9r0wuvg2Z,,,,,,,,,,7.1,6.6,8,Oregon,Female,,Some college but no degree,White,,Suburban community,,23,Democratic party,
R_AEYYKTqWaS3JSZX,,,,,,,1.2,7,8.2,,,,virginia,Female,,Bachelor degree,Asian,,Suburban community,,28,Democratic party,
R_1ruk2cShavmSAmQ,1,9,9,,,,,,,,,,,Female,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,26,Democratic party,
R_3FKcrLKO25Ase2d,,,,4.7,1.6,8.1,,,,,,,Indiana,Male,,Bachelor degree,White,,Suburban community,,46,Republican Party,
R_2TSO2pd90gl6iDH,,,,,,,5.1,5.8,4.7,,,,florida,Male,,Some college but no degree,White,,Rural community,,30,Republican Party,
R_ZftOdbQQ5GDE7NT,1,1,3.5,,,,,,,,,,CA,Male,,Associate degree,White,,City or urban community,,46,Independent,
R_1JEcSiGRZJRii3M,,,,,,,,,,7,9,7,Florida,Male,,Some college but no degree,White,,City or urban community,,32,Republican Party,
R_21huAfvNtQIDbWy,,,,6,6,9,,,,,,,Iowa,Male,,Bachelor degree,White,,Suburban community,,33,Independent,
R_2bTaho4DWGC1Y6q,,,,,,,1.9,9,3.3,,,,AL,Female,,"High school degree or equivalent (e.g., GED)",Black or African-American,,City or urban community,,56,Democratic party,
R_3puuSP7mfFpc9O2,,,,,,,1.5,6.2,8.4,,,,Arizona,Male,,Bachelor degree,White,,Suburban community,,65,Republican Party,
R_1Nzy8CkPxdhQxmK,6.9,4,7.3,,,,,,,,,,ca,Male,,Graduate degree,White,,City or urban community,,36,Republican Party,
R_Q5MPG2LgyAq1H4B,,,,,,,,,,1,3,8,FL,Female,,Graduate degree,White,,City or urban community,,31,Republican Party,
R_247AweT2plZT1e2,,,,6,9,9,,,,,,,Alabama,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,27,Democratic party,
R_3MtbfWmFZ2iZtcv,1.9,6.1,4.1,,,,,,,,,,OR,Male,,Bachelor degree,White,,City or urban community,,48,Democratic party,
R_6x3oZMKZdaqWlMt,,,,,,,2,9,2,,,,California,Female,,Graduate degree,White,,City or urban community,,66,Democratic party,
R_vekDDGSKXVKzYxb,,,,5,9,2.1,,,,,,,Texas,Female,,Associate degree,White,,Suburban community,,51,Republican Party,
R_3F3ZbXIrGQBN9Sd,,,,,,,,,,1,9,1,Florida,Female,,Some college but no degree,White,,Rural community,,32,Independent,
R_eeul5pKv2YA7pa9,1,8,8,,,,,,,,,,Maryland,Female,,Bachelor degree,White,,Rural community,,50,Republican Party,
R_3jViAGi9yiHJNaA,,,,1,9,9,,,,,,,Florida,Male,,Bachelor degree,"White,Black or African-American,Native Hawaiian or other Pacific Islander",,Suburban community,,30,Democratic party,
R_ZfO6A1BEQOuyUkp,,,,,,,4.1,2.8,3.9,,,,Arizona,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,45,Republican Party,
R_1o7IHVydCrsxK3T,2.6,5.7,4.2,,,,,,,,,,California,Male,,Bachelor degree,Asian,,City or urban community,,26,Democratic party,
R_bNlgAtF6LWb4J6F,,,,,,,,,,1.3,3.2,6,California,Female,,Graduate degree,White,,City or urban community,,30,Democratic party,
R_3ITerWcODq6YTG1,,,,1.4,3.3,8,,,,,,,California,Male,,Bachelor degree,White,,City or urban community,,47,Democratic party,
R_3JhgqCZs0f591AB,,,,,,,,,,9,1,1,South Carolina,Male,,Bachelor degree,White,,Suburban community,,61,Independent,
R_27dk8NwLq1fhLeK,,,,5,9,1,,,,,,,ny,Male,,Associate degree,Asian,,"City or urban community,Suburban community",,20,Libertarian Party,
R_SVqZNkE7ae847M5,,,,,,,3.3,4,7.6,,,,California,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,41,Democratic party,
R_1CxyPxB36OJ6whs,,,,,,,1,9,9,,,,texas,Female,,Associate degree,White,,City or urban community,,26,Democratic party,
R_1OIEXDJAzTnf8k8,,,,,,,,,,3,9,6.1,nevada,Male,,Some college but no degree,"Spanish, Hispanic, or Latino",,Suburban community,,20,Independent,
R_xnDZrmzjiGh0x4l,,,,8,1.1,8.5,,,,,,,la,Female,,Graduate degree,White,,Rural community,,45,Republican Party,
R_3snqwSIyPhMkfUk,,,,,,,1,9,9,,,,Oregon,Female,,Bachelor degree,White,,City or urban community,,43,Democratic party,
R_O23AQ5PryJHujZL,1,7.3,7.8,,,,,,,,,,IA,Female,,Bachelor degree,White,,Suburban community,,23,Republican Party,
R_3F4cTtHOW89m8Jn,6,4,5,,,,,,,,,,Michigan,Female,,Graduate degree,White,,Suburban community,,49,Democratic party,
R_2aDkdhMm2ps0RDv,,,,1,3,5,,,,,,,South Carolina,Male,,Some college but no degree,White,,Suburban community,,22,Republican Party,
R_2B5xPWzOncJJFtz,,,,,,,,,,7.5,3,8,California,Male,,Some college but no degree,"Asian,Asian-American",,City or urban community,,42,Democratic party,
R_1f2Znoz8XPxUMDU,,,,4,9,6.1,,,,,,,OR,Female,,Associate degree,White,,Rural community,,37,Republican Party,
R_08LlWUp3iuBYSIN,,,,,,,,,,8,2,7,Texas,Female,,Bachelor degree,White,,City or urban community,,61,Republican Party,
R_2U5ejsMclhK3Bap,,,,,,,,,,8.2,8.4,7.9,USA,Male,,Bachelor degree,Black or African-American,,Suburban community,,30,Republican Party,
R_3hsBtqgeIVwHl5N,1,5.1,2.7,,,,,,,,,,SD,Male,,Bachelor degree,White,,Rural community,,35,Democratic party,
R_3L7RLZjsJDpw27K,6.3,5.4,2.9,,,,,,,,,,Me,Female,,Bachelor degree,White,,Rural community,,22,Democratic party,
R_2asne28ehzWPWJ1,,,,,,,1,9,8,,,,New Jersey,Female,,Some college but no degree,White,,Suburban community,,41,Independent,
R_1DvPZ0p3z5iYohD,,,,,,,1.8,4.5,8.5,,,,New Mexico,Female,,Some college but no degree,"Spanish, Hispanic, or Latino",,Suburban community,,51,Independent,
R_2SfskVw8y78f2yC,,,,,,,2.1,8.2,8.2,,,,virginia,Male,,Bachelor degree,Asian,,Suburban community,,38,Republican Party,
R_xc213CGfKifgz2F,,,,2.4,3.5,2.2,,,,,,,oh,Male,,Associate degree,White,,Suburban community,,35,Independent,
R_1NrZkNpq3AAH60s,7.6,7.3,6.2,,,,,,,,,,Illinois,Female,,Bachelor degree,White,,City or urban community,,32,Independent,
R_cMEWdc94dY0RmNj,,,,,,,1,9,4.1,,,,Texas,Female,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,41,Democratic party,
R_2aWuuX0mvYKXLkJ,,,,,,,,,,9,1.1,6,Florida,Female,,Bachelor degree,White,,City or urban community,,55,Republican Party,
R_1FxpAZmiOxjdRYi,,,,2.9,9,8.2,,,,,,,KS,Male,,Graduate degree,White,,Suburban community,,29,Republican Party,
R_2VPClc0r1iONta9,,,,,,,,,,1,9,1,Connecticut,Male,,Bachelor degree,Black or African-American,,Suburban community,,51,Democratic party,
R_1TfGTzNeMYp3wJ3,,,,,,,1.5,6.5,9,,,,Wisconsin,Male,,Graduate degree,White,,Suburban community,,31,"Democratic party,Independent",
R_3QQuz5BK9nAFNPM,1,1,1,,,,,,,,,,ca,Female,,Graduate degree,"Spanish, Hispanic, or Latino",,"City or urban community,Suburban community",,27,Democratic party,
R_CfCArIyuJtwGAiB,,,,8,1,9,,,,,,,Florida,Male,,Bachelor degree,White,,Suburban community,,42,Democratic party,
R_1LHSQwmvyN5NyZQ,,,,,,,,,,6.4,4,8,ND,Female,,Bachelor degree,White,,Rural community,,25,Democratic party,
R_szcLi53YKIxUnvP,,,,1.8,7.1,5.1,,,,,,,Florida,Female,,Some college but no degree,Black or African-American,,City or urban community,,24,Democratic party,
R_1jIIzeOSnu6TOFn,,,,,,,,,,1,9,1,California,Female,,Some college but no degree,White,,City or urban community,,20,Independent,
R_3fwaIP1piqV3w0V,5,5,8,,,,,,,,,,NJ,Female,,Graduate degree,Black or African-American,,Suburban community,,33,Other (please specify):,Democratic Socialist
R_2VC72kQom0MZhlE,,,,,,,3,6,8,,,,TX,Male,,Some college but no degree,White,,Rural community,,28,Democratic party,
R_7Um4EOYrPXpbnc5,,,,,,,1.2,6.9,9,,,,Michigan,Male,,Bachelor degree,Asian,,Suburban community,,40,Democratic party,
R_3dM8UV3EkNgXHtT,1,9,1,,,,,,,,,,Pennsylvania,Female,,Bachelor degree,White,,City or urban community,,42,Democratic party,
R_eXTCXoUmXYAm7mx,,,,1,9,5,,,,,,,Michigan,Female,,Bachelor degree,Black or African-American,,City or urban community,,31,Democratic party,
R_Wjpj382OrKd7O01,,,,,,,,,,1.1,9,1,Florida,Male,,Associate degree,"Spanish, Hispanic, or Latino",,City or urban community,,27,Democratic party,
R_3prmAQin7AesixR,,,,3.6,3.7,5.4,,,,,,,California,Male,,Bachelor degree,Asian,,Suburban community,,24,Independent,
R_2DN3VQMQLkJtOYu,,,,8,6,9,,,,,,,ohio,Female,,Associate degree,White,,Suburban community,,39,Independent,
R_1odTWXyLnTxvcql,,,,,,,,,,1,8,5,California,Female,,Bachelor degree,Asian,,City or urban community,,37,Republican Party,
R_AzJWIo6vVvqiLQt,6.5,8,9,,,,,,,,,,CA,Male,,Bachelor degree,Black or African-American,,Suburban community,,25,Democratic party,
R_3fjJ3SLtuhjud3Z,,,,,,,3,5.1,4.1,,,,California,Female,,Some college but no degree,"Spanish, Hispanic, or Latino",,Suburban community,,23,Independent,
R_25WOTbBAXrenIsi,6.5,8.2,5.9,,,,,,,,,,Nj,Female,,Some college but no degree,White,,Suburban community,,25,Independent,
R_3kGTgUpDzAYtCIW,,,,,,,,,,1.1,7.1,1.3,IN,Female,,Some college but no degree,White,,City or urban community,,32,Republican Party,
R_3nUDLkwXcL0lThU,,,,,,,3,4,3.6,,,,MI,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,39,Independent,
R_2AEkhmKzD5wL8MW,,,,,,,8.1,8.1,8.1,,,,Michigan,Female,,Bachelor degree,White,,City or urban community,,23,Democratic party,
R_2DTvNUpd7OwtgZS,,,,,,,9,9,9,,,,Utah,Male,,Some college but no degree,White,,Suburban community,,35,Republican Party,
R_22Wag5sVn0ZgF1b,,,,,,,1,5.1,1.5,,,,texas,Female,,Some college but no degree,White,,City or urban community,,24,Independent,
R_2BsrEl3LA5kJLjk,,,,,,,,,,9,2,7,MS,Male,,Bachelor degree,White,,Suburban community,,48,Republican Party,
R_3R8DECVzL7DptyE,,,,9,1,9,,,,,,,New Hampshire,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,27,Republican Party,
R_ZdC9ihw4vu2tgg9,8,8.7,7.1,,,,,,,,,,Illinois,Female,,Bachelor degree,Black or African-American,,Suburban community,,56,Democratic party,
R_1Lo0N636YVIbfbS,1.5,3.5,7.3,,,,,,,,,,California,Male,,Some college but no degree,White,,Suburban community,,34,Independent,
R_263ZRNHapHKBhLd,,,,,,,,,,3.2,5.1,6,MN,Female,,Bachelor degree,Black or African-American,,Rural community,,22,Democratic party,
R_27KcKzWDAW4YMOq,,,,1,9,1,,,,,,,Tennessee,Male,,Associate degree,Black or African-American,,Rural community,,33,Republican Party,
R_1hBhWwOmOEBXkSW,9,2.9,6.2,,,,,,,,,,CA,Female,,Bachelor degree,White,,Suburban community,,58,Independent,
R_bgyBOXHUQXWxWKt,,,,8,6.6,6.8,,,,,,,TEXAS,Male,,Bachelor degree,White,,Rural community,,24,Green Party,
R_2aESnznejKMQY9o,,,,,,,,,,8.3,2.7,9,Minnesota,Female,,Bachelor degree,White,,Suburban community,,31,Democratic party,
R_xnl9PZQqbic2Rqh,,,,,,,8.2,9,9,,,,Nevada,Male,,Some college but no degree,White,,City or urban community,,34,Democratic party,
R_3IXgHPaOQfU98k4,,,,1,9,1,,,,,,,Arizona,Female,,Some college but no degree,White,,City or urban community,,70,Independent,
R_cuOD7QyjAtXw0Ex,,,,,,,2,8,8.1,,,,California,Female,,Bachelor degree,White,,City or urban community,,24,Independent,
R_3DwsldKmDh41QWb,2,9,5.1,,,,,,,,,,PA,Female,,Bachelor degree,White,,Suburban community,,41,Independent,
R_300ItjKAz01AtUb,9,7,9,,,,,,,,,,Colorado,Male,,Some college but no degree,White,,Suburban community,,36,Independent,
