ResponseId,7040_1,7040_2,7040_3,10020_1,10020_2,10020_3,5550_1,5550_2,5550_3,9010_1,9010_2,9010_3,State,Gender,D2_2_TEXT,Education,Race,D4_8_TEXT,Community,D5_4_TEXT,D6,D7,D7_5_TEXT
R_31MKYxyRhZhohKW,,,,,,,,,,8.5,1,9,Michigan,Male,,Associate degree,White,,Suburban community,,33,Republican Party,
R_2AGd7Ibt5Z3Cemj,1,8.4,1.7,,,,,,,,,,south carolina,Female,,Some college but no degree,Black or African-American,,City or urban community,,52,Democratic party,
R_wXH1gQWOMfO4qo9,,,,3,4.2,7.9,,,,,,,texas,Male,,Some college but no degree,White,,Suburban community,,31,Democratic party,
R_22A0kXhoyYsbUui,6.5,3,9,,,,,,,,,,Virginia,Male,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,Suburban community,,49,Democratic party,
R_21Bwow2c1wRxXEf,,,,,,,7.2,3.2,1.3,,,,Missouri,Female,,"High school degree or equivalent (e.g., GED)",Black or African-American,,Suburban community,,56,Democratic party,
R_3rMVxUQjWSgtajN,5,1.8,9,,,,,,,,,,Florida,Male,,Some college but no degree,Black or African-American,,Suburban community,,40,Republican Party,
R_1hE9YCJSbHh3O76,,,,,,,,,,9,1,7,Pennsylvania,Male,,Some college but no degree,White,,City or urban community,,45,Independent,
R_2sZ9DYVO5SkONNT,,,,2,9,8,,,,,,,Louisiana,Male,,Bachelor degree,Black or African-American,,Suburban community,,39,Democratic party,
R_NWrov5xooderVFD,,,,,,,,,,9,1,9,Georgia,Female,,Some college but no degree,White,,Rural community,,20,Independent,
R_1F5SFdlQF7TAvKB,1,4,3,,,,,,,,,,WASHINGTON,Female,,Bachelor degree,White,,City or urban community,,59,Independent,
R_1KiHxORj0W2jfxV,,,,,,,2.5,9,2.4,,,,Oregon,Female,,Bachelor degree,White,,City or urban community,,45,Democratic party,
R_2uKjM7ZIcUUsCg2,1,9,1,,,,,,,,,,Maryland,Female,,Some college but no degree,White,,Suburban community,,46,Republican Party,
R_UKjbHrb4u6nLSQV,,,,,,,,,,7,4,9,CO,Female,,Some college but no degree,White,,Rural community,,32,Independent,
R_1C9CuexWUOZfUs7,,,,,,,6.7,8.5,3.1,,,,Michigan,Male,,Some college but no degree,"Spanish, Hispanic, or Latino",,City or urban community,,27,Democratic party,
R_3iKXwlIAZnawa6H,,,,9,1,2.9,,,,,,,FL,Female,,Some college but no degree,White,,Suburban community,,42,Republican Party,
R_3OfAWWQoiUXvg0u,8,3.1,8.2,,,,,,,,,,Louisiana,Female,,Bachelor degree,White,,Suburban community,,52,Democratic party,
R_1Ojk0yfcBgjZtAb,,,,,,,5,5,5,,,,Kentucky,Male,,Some college but no degree,White,,Rural community,,29,Independent,
R_yrmwZk2IAM15tRL,,,,,,,,,,6.7,7.2,1,Florida,Female,,Bachelor degree,White,,Suburban community,,40,Democratic party,
R_2SHNhp2AvorAcHM,,,,,,,1,9,3.1,,,,WISCONSIN,Female,,Bachelor degree,White,,City or urban community,,30,Democratic party,
R_9SpFKQm8oFoQ2DD,,,,2.5,3.2,9,,,,,,,Mi,Male,,Graduate degree,White,,Suburban community,,42,Republican Party,
R_BSdH01m2Uk8Cbmh,,,,1,9,8.3,,,,,,,Washington,Female,,Bachelor degree,White,,Suburban community,,43,Democratic party,
R_3iPzk1ZGvjF68bR,,,,,,,,,,7.9,1.9,9,kansas,Female,,Bachelor degree,White,,City or urban community,,32,Democratic party,
R_2tJVqoLuGU2ph1r,,,,,,,,,,1.7,2.1,5.3,TEXAS,Male,,"High school degree or equivalent (e.g., GED)",Black or African-American,,City or urban community,,32,Independent,
R_2fJxk7fjbj9uNm6,4.8,5.3,5.4,,,,,,,,,,Fl,Female,,Some college but no degree,White,,Suburban community,,26,Green Party,
R_0VQuUonltssv2q5,,,,,,,1,9,5,,,,IL,Female,,Bachelor degree,White,,Suburban community,,29,Republican Party,
R_bJfdwcL27A3sPVT,,,,1.1,7.2,4.1,,,,,,,ohio,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,43,Independent,
R_86RDqb3gpOllQ3L,1,1,1,,,,,,,,,,California,Male,,Bachelor degree,White,,City or urban community,,22,Republican Party,
R_3s6Q0pS6uZJgUi0,,,,3,4.5,9,,,,,,,Nebraska,Female,,Some college but no degree,White,,Suburban community,,50,Democratic party,
R_12xMZOBiGUTBtjY,,,,,,,,,,4.5,1,3.9,Va,Female,,Some college but no degree,Asian,,City or urban community,,34,Independent,
R_22JuyH6mT9o5Osu,,,,,,,2.5,1.5,3.5,,,,CT,Female,,Bachelor degree,Black or African-American,,Suburban community,,43,Independent,
R_3COwWMMAi9u9599,7.5,3.4,5.2,,,,,,,,,,Florida,Male,,Associate degree,White,,Suburban community,,53,Independent,
R_3OeHl7VOsgm24zD,,,,,,,,,,6.5,8.3,6.6,CA,Male,,Bachelor degree,White,,City or urban community,,28,Democratic party,
R_vYuRdFZRuIlftHH,3.7,2.8,3.7,,,,,,,,,,CA,Female,,Associate degree,Black or African-American,,Suburban community,,65,Democratic party,
R_ZeFqJTBjYdseUKJ,,,,,,,1,9,1.8,,,,Alabama,Male,,Graduate degree,White,,Suburban community,,30,Libertarian Party,
R_09Dr3B3RZlxt24p,,,,4.4,6.9,8.1,,,,,,,Maine,Other (please specify):,Non Binary,Bachelor degree,White,,Suburban community,,24,Democratic party,
R_1cYUXAHu1Ty3q67,,,,1.5,2.7,7.8,,,,,,,pa,Male,,Bachelor degree,White,,Suburban community,,28,Democratic party,
R_3elvKRRQUaz4488,,,,,,,,,,8.2,7,7.2,TEXAS,Female,,Bachelor degree,Black or African-American,,City or urban community,,29,Independent,
R_QgqW9zzKkp7q43n,8.4,3.2,9,,,,,,,,,,District of Columbia,Female,,Bachelor degree,White,,City or urban community,,29,Green Party,
R_2D65ZwtJk7maqWn,,,,,,,1,5,4,,,,California,Male,,Graduate degree,Asian,,City or urban community,,52,Independent,
R_1i5p0aMYt5cAGbB,1,5,3.2,,,,,,,,,,Illinois,Male,,Bachelor degree,White,,Suburban community,,36,Democratic party,
R_12R5RrPOcNqNX44,,,,,,,,,,1,5,4.4,maine,Male,,Associate degree,White,,Suburban community,,43,Republican Party,
R_1nPjgN28QKs84GC,,,,8.4,3,5,,,,,,,new york,Female,,Bachelor degree,White,,Suburban community,,26,Democratic party,
R_2xYnjDUAjT166Tp,,,,,,,1,9,2,,,,,,,Bachelor degree,White,,Rural community,,32,Democratic party,
R_3JFcwqS71DGTNr4,,,,,,,,,,1.2,9,1.2,IL,Female,,Some college but no degree,White,,Suburban community,,54,Democratic party,
R_1mFoCldDaCa04Ge,,,,9,1,5.1,,,,,,,Texas,Female,,Graduate degree,White,,Suburban community,,29,Independent,
R_5zQQ12xctIzPJ1n,,,,,,,8,6.7,5.7,,,,Nevada,Male,,Some college but no degree,Black or African-American,,Suburban community,,20,Republican Party,
R_3KIMMY02XNplT9R,6.2,3.9,8.8,,,,,,,,,,mn,Female,,Some college but no degree,White,,Rural community,,33,Independent,
R_2sYHvrpoxNIGmcF,1,1,5.1,,,,,,,,,,Mississippi,Female,,Graduate degree,White,,Suburban community,,26,Democratic party,
R_3rYTVhKI60AoleM,,,,,,,3,5,7,,,,Colorado,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,36,Democratic party,
R_3OyJ9m54d6z5LFL,,,,,,,,,,7.1,3,9,PA,Male,,Bachelor degree,White,,Suburban community,,31,Democratic party,
R_2rxxEYX4lBh9Fmt,,,,5.9,3.1,7.5,,,,,,,Georgia,Female,,Some college but no degree,White,,Suburban community,,34,Democratic party,
R_3pnYUIqrWhioHLL,,,,1,9,3.4,,,,,,,missouri,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,32,Independent,
R_cC0qNHpDCETWWMV,1,5,1,,,,,,,,,,NC,Male,,Some college but no degree,White,,Suburban community,,51,Independent,
R_7O5M2BnbKUzY5sR,,,,,,,,,,3.9,9,6.5,Oklahoma,Female,,Associate degree,White,,Suburban community,,44,Independent,
R_1OHt1YxUzLRjOy2,,,,,,,6,6.5,9,,,,Minnesota,Female,,Bachelor degree,White,,City or urban community,,34,Democratic party,
R_DvLqib1Yy1Xe8eZ,,,,2,8,9,,,,,,,Connecticut,Male,,Some college but no degree,White,,City or urban community,,22,Democratic party,
R_A4ilO4jHwsyRG9j,,,,,,,,,,2.3,2.6,2.3,georgia,Female,,Some college but no degree,American Indian or Alaskan Native,,Rural community,,67,Republican Party,
R_11XZFwfbWmpSD9n,2.1,9,4.5,,,,,,,,,,IN,Female,,Bachelor degree,Black or African-American,,City or urban community,,34,Democratic party,
R_3D29wunufQGEqtZ,,,,,,,1,8,9,,,,Washington,Male,,Associate degree,White,,City or urban community,,21,Republican Party,
R_2OUVWsRJK639gIP,6.3,4.2,7.5,,,,,,,,,,CA,Female,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,38,Democratic party,
R_3m2Y9oxGXC273B7,,,,,,,,,,5,8,6,Oklahoma,Female,,Some college but no degree,White,,Rural community,,43,Republican Party,
R_SSEB0q2khaga56F,6.6,1,3,,,,,,,,,,CA,Male,,Bachelor degree,White,,Suburban community,,34,Democratic party,
R_1lzXJvbuSzmCvK9,,,,,,,7.2,9,2.8,,,,florida,Female,,Some college but no degree,White,,City or urban community,,32,Democratic party,
R_UrNsrre5AfiiH6h,,,,9,6,8,,,,,,,KY,Female,,Graduate degree,White,,Suburban community,,34,Democratic party,
R_2dzMIy9IahoUVfp,,,,,,,2,2.6,3.5,,,,PA,Male,,Some college but no degree,Black or African-American,,City or urban community,,31,Democratic party,
R_0cG7P1zW1AYPUHL,,,,,,,,,,7.8,8.7,7.3,alabama,Female,,Bachelor degree,Black or African-American,,Suburban community,,55,Democratic party,
R_1l5HT6nWsY6Afy3,,,,8.2,1.6,3.1,,,,,,,Pennsylvania,Male,,Bachelor degree,White,,Rural community,,34,Democratic party,
R_BPb960rNhxV7XmF,,,,1,2.2,3.5,,,,,,,Arizona,Female,,Bachelor degree,White,,City or urban community,,29,Democratic party,
R_29cvljbnjfsrQ6y,,,,,,,,,,4.5,2.4,9,PA,Female,,Bachelor degree,Asian-American,,City or urban community,,23,Democratic party,
R_3qwZNOHAMTgYI3S,,,,,,,8,3,6,,,,Minnesota,Male,,Some college but no degree,White,,City or urban community,,20,Republican Party,
R_xgtdUZpY84tHYD7,2.9,7,9,,,,,,,,,,texas,Male,,Associate degree,White,,Suburban community,,24,Democratic party,
R_3KDSvKXNrrPVKFQ,,,,,,,,,,8.2,9,9,FL,Female,,Some college but no degree,Black or African-American,,Suburban community,,24,Democratic party,
R_3eeNw58Ypy5B95b,,,,1,9,3.6,,,,,,,Florida,Female,,Some college but no degree,White,,Suburban community,,31,Libertarian Party,
R_3FL6GYwxUmn868h,4.6,2.9,8.3,,,,,,,,,,NC,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,28,Republican Party,
R_10VonExCUmyDQJ2,,,,,,,1,9,1,,,,Mississippi,Female,,Some college but no degree,White,,Suburban community,,53,Republican Party,
R_2aQxh4DkhOdtp2N,,,,,,,1.9,5.5,8.2,,,,ca,Female,,Some college but no degree,White,,Suburban community,,58,Republican Party,
R_2Uhc8DGaWubn8U4,,,,,,,,,,7.1,1.6,9,Massachusetts,Male,,Bachelor degree,White,,Suburban community,,27,Independent,
R_ZsBwFbDuzg10A49,1,5,9,,,,,,,,,,South Carolina,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,64,Republican Party,
R_26bUvONAOruuk9F,,,,9,1.7,5,,,,,,,Texas,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,44,Republican Party,
R_3eryjvE8bHHYxCG,,,,,,,,,,7,4,9,Texas,Male,,Graduate degree,Asian,,City or urban community,,34,"Democratic party,Independent",
R_2rvAhZyTvfr7c2P,8,2.1,5.3,,,,,,,,,,Ct,Female,,Bachelor degree,White,,Suburban community,,39,Independent,
R_23gkpUL8b8AMXBH,,,,7,8,4,,,,,,,Texas,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,42,Democratic party,
R_DxckZdskwwVlIfD,,,,,,,6,6,6,,,,Nebraska,Female,,Associate degree,White,,City or urban community,,25,Independent,
R_2Ph4n7724J6N0Rc,,,,1,6.9,3,,,,,,,south carolina,Female,,Some college but no degree,Black or African-American,,Suburban community,,30,Democratic party,
R_1lzpc12GLc2Juzf,1,5,9,,,,,,,,,,COLORADO,Female,,Graduate degree,Asian,,Suburban community,,36,Republican Party,
R_Opu8KkcKHWAwXId,,,,,,,,,,7.5,3,9,NY,Male,,Bachelor degree,White,,Suburban community,,22,Democratic party,
R_2s6dNSonZ69BXYt,6,6.7,9,,,,,,,,,,massachussetts,Female,,Bachelor degree,White,,City or urban community,,33,Independent,
R_eVZN3WMEtbPkomZ,,,,,,,,,,5.1,3.4,5.4,Florida,Male,,Bachelor degree,Asian,,City or urban community,,27,Democratic party,
R_3MofaJoNNWkaMKx,,,,,,,7.5,6,9,,,,Texas,Male,,Bachelor degree,White,,City or urban community,,22,Democratic party,
R_OHwo2UJGVX4eKch,,,,1,9,2,,,,,,,Oregon,Male,,Bachelor degree,White,,City or urban community,,34,Independent,
R_sdKezTamNvbEsSd,,,,,,,1,8,9,,,,NJ,Female,,Bachelor degree,White,,Suburban community,,32,Democratic party,
R_2zGESVzF0Xu5N36,,,,,,,,,,6.4,2,8,New York,Female,,Graduate degree,Asian,,City or urban community,,30,Democratic party,
R_3RgQ7w3masnWfAa,9,5.1,3,,,,,,,,,,florida,Male,,Associate degree,White,,Suburban community,,24,Independent,
R_12Svv3cPRL62Yrd,,,,4,3.9,3.9,,,,,,,Ohio,Female,,Some college but no degree,Black or African-American,,City or urban community,,65,Democratic party,
R_2EAKd22OimtzKGW,,,,,,,7.2,9,9,,,,Kentucky,Female,,Some college but no degree,White,,Rural community,,29,Republican Party,
R_2aOEfUKB4JGAsjb,1,9,3.6,,,,,,,,,,Montana,Female,,Bachelor degree,Asian,,Rural community,,42,Independent,
R_2XnDvyuQV66qkFD,,,,4.3,5.5,1,,,,,,,California,Female,,Some college but no degree,White,,Suburban community,,26,Independent,
R_22RgBxQghtimDFS,,,,,,,5.2,8.9,7.1,,,,VA,Male,,"High school degree or equivalent (e.g., GED)",Black or African-American,,City or urban community,,36,Independent,
R_2YlWGzJvSRCXSP8,,,,,,,,,,1,9,9,PA,Female,,Bachelor degree,White,,Rural community,,67,Republican Party,
R_31hglXiuemq4iS2,,,,7.1,1,7.1,,,,,,,Connecticut,Male,,Some college but no degree,Black or African-American,,Suburban community,,21,Democratic party,
R_1FgI9h5mjNQgvbN,2.7,5.8,9,,,,,,,,,,TX,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,40,Democratic party,
R_PCie4XmQ8ymIZYB,,,,,,,,,,8,9,7.1,Wa,Male,,Associate degree,White,,City or urban community,,40,Democratic party,
R_XvoMJqx7xBQGxUZ,,,,1,7,5.5,,,,,,,Tennessee,Female,,Some college but no degree,White,,Suburban community,,53,Republican Party,
R_2bOD9IBSChXDcpc,,,,,,,1,3,5,,,,Texas,Male,,Some college but no degree,Asian,,City or urban community,,27,Independent,
R_2OPIbIYIhS6dsCe,,,,,,,1,9,2.4,,,,North Carolina,Female,,Bachelor degree,White,,Suburban community,,61,Democratic party,
R_1rpLSV0iIjznsIj,,,,,,,,,,1,9,1,montana,Male,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,51,Democratic party,
R_3j7nOd5mZhG95ih,6.5,6.3,6.5,,,,,,,,,,New York,Male,,Some college but no degree,Asian,,City or urban community,,21,Democratic party,
R_2YQj8Jn9q76mmDJ,,,,,,,7.5,7.6,7.6,,,,Nc,Male,,Bachelor degree,White,,Suburban community,,37,Republican Party,
R_1Q3nGe9gN7RvunC,,,,,,,,,,2.6,5.8,5.9,Texas,Male,,Bachelor degree,White,,City or urban community,,23,Democratic party,
R_29hII9cDIydLqcW,,,,9,3.2,6,,,,,,,Inidiana,Male,,Some college but no degree,"Spanish, Hispanic, or Latino,White",,City or urban community,,44,Libertarian Party,
R_3R2dI8aF7FfnQdm,1,9,1,,,,,,,,,,CA,Female,,Some college but no degree,"Spanish, Hispanic, or Latino,American Indian or Alaskan Native",,Rural community,,24,Other (please specify):,No political affiliation; GrassRoots Independent
R_1IfMmSujdQkOyAI,,,,,,,3.7,2.7,8.6,,,,North Dakota,Female,,Associate degree,White,,City or urban community,,26,Democratic party,
R_XAnbyrpjofQ4p9f,1,7.5,9,,,,,,,,,,Illinois,Male,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,Suburban community,,27,Independent,
R_3Dtg9yh3mg6PBDX,,,,9,3.6,6.7,,,,,,,nh,Male,,Some college but no degree,White,,Suburban community,,30,Republican Party,
R_1oA3nPT893Wflh3,,,,,,,,,,7,1,8.6,Massachusetts,Male,,Associate degree,White,,City or urban community,,33,Democratic party,
R_1nPHVNiodfRrHMU,,,,,,,6.5,1.1,9,,,,CA,Female,,Bachelor degree,Asian,,City or urban community,,30,Independent,
R_3CBBhrZkeMAnky2,2,5,4,,,,,,,,,,NY,Female,,Bachelor degree,White,,Suburban community,,51,Republican Party,
R_1jIMHuyAfvZV2js,,,,,,,,,,9,1,1,FL,Male,,Some college but no degree,"Spanish, Hispanic, or Latino",,Suburban community,,26,Democratic party,
R_1LjnCOEdPhLaKHU,,,,6.7,3.7,7.4,,,,,,,Florida,Female,,Some college but no degree,White,,City or urban community,,41,Democratic party,
R_2zhzr6F4ThB2FBb,,,,1,9,1,,,,,,,Texas,Female,,Graduate degree,Asian,,"City or urban community,Suburban community",,25,Democratic party,
R_1QgcckugFBybJgu,,,,,,,,,,7.2,2.8,6,MO,Female,,Some college but no degree,White,,Suburban community,,35,Independent,
R_Rq9WVQv7eya128h,,,,,,,4.9,9,1,,,,North Dakota,Male,,Bachelor degree,White,,Suburban community,,34,Democratic party,
R_3EtzpQH48DlgJ6i,,,,,,,,,,3.2,1,1,Texas,Female,,"High school degree or equivalent (e.g., GED)",Black or African-American,,City or urban community,,30,Independent,
R_2X4LeTCmNOdnFzl,1,5,1,,,,,,,,,,michigan,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,51,Independent,
R_2BkZoP2hpsXbLnQ,,,,1,7.9,1,,,,,,,ny,Male,,Graduate degree,Asian,,Suburban community,,45,Green Party,
R_1NgZxBmenHHZsaC,,,,,,,3.5,4.5,9,,,,KY,Male,,Some college but no degree,White,,Suburban community,,54,Republican Party,
R_OC1jBdJKdhRJmFj,9,6,6,,,,,,,,,,Illinois,Female,,Some college but no degree,White,,Rural community,,57,Republican Party,
R_O9i45MVYt574s01,,,,,,,5.1,4.9,9,,,,IL,Female,,Some college but no degree,White,,City or urban community,,39,Independent,
R_2Cs8gYOt6qSmtOX,,,,,,,,,,3,6.4,3.1,illinois,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,33,Democratic party,
R_2V1sLDkw8yQ1TCa,,,,6.7,7.5,6.3,,,,,,,LA,Female,,Bachelor degree,White,,Suburban community,,31,Republican Party,
R_1DUZ27mnFyhdLGH,,,,,,,5,5,9,,,,IL,Female,,Bachelor degree,White,,Suburban community,,53,Republican Party,
R_Qb0yQYtuHFFeptT,,,,,,,,,,6.3,7.9,6.9,illinois,Male,,Associate degree,White,,Suburban community,,26,Republican Party,
R_BDKja62H3Dno5WN,2,8.8,2,,,,,,,,,,Florida,Female,,Graduate degree,White,,Other (please specify):,55+,71,Democratic party,
R_Ddu9MopDJWyuEkV,,,,9,3,7.6,,,,,,,NJ,Female,,Bachelor degree,White,,Suburban community,,42,Democratic party,
R_3knt9uhMs1gowzp,1.9,8.8,7,,,,,,,,,,NY,Male,,Bachelor degree,White,,Suburban community,,43,Independent,
R_2dXzl3uu7BTN0b5,,,,9,2,7,,,,,,,Georgia,Male,,Graduate degree,White,,Suburban community,,56,Democratic party,
R_qJzYFr3nBx72TLz,,,,,,,1.1,4,6.3,,,,va,Female,,Associate degree,White,,Suburban community,,44,Republican Party,
R_8APztgfRldjEE6Z,,,,,,,,,,9,3,7,PA,Male,,Bachelor degree,White,,Suburban community,,23,Independent,
R_ptNm3k4RfWh826l,,,,1.5,6.4,1.9,,,,,,,oklahoma,Female,,Some college but no degree,White,,Rural community,,49,Democratic party,
R_XIgejQbkfHLTvdD,3.1,7.1,4,,,,,,,,,,PA,Female,,Some college but no degree,Other (please specify):,WHIITE/BLACK,City or urban community,,42,Democratic party,
R_1Cgp9smMbIPiLKN,,,,,,,,,,7.5,8.3,6.5,Illinois,Female,,Associate degree,White,,Suburban community,,46,Republican Party,
R_1K3eByuEAuE5vDw,,,,,,,,,,1,9,1.4,North Carolina,Female,,Some college but no degree,White,,City or urban community,,27,Democratic party,
R_11YrkXmChas6Jy5,,,,,,,1.2,8.3,7,,,,wisconsin,Female,,Bachelor degree,White,,Rural community,,60,Libertarian Party,
R_1QB2UEgUQ54SUwD,8.8,1.9,8.1,,,,,,,,,,IN,Female,,Bachelor degree,White,,Suburban community,,22,Democratic party,
R_3V0ZH7I2PoXhwB3,,,,9,1.6,8.5,,,,,,,Indiana,Female,,Bachelor degree,White,,Suburban community,,65,Independent,
R_1jcRfWl5lCUi3pV,,,,,,,7,7,9,,,,Illinois,Female,,Some college but no degree,White,,Rural community,,37,Independent,
R_1fl5M1UKwX7D14R,,,,,,,,,,1,9,2.5,Florida,Female,,Graduate degree,White,,City or urban community,,65,Republican Party,
R_43gJTb2hygUdlZL,1,9,1.3,,,,,,,,,,MICHIGAN,Female,,Some college but no degree,White,,Rural community,,34,Republican Party,
R_1LA1ZFItAWVBmNQ,,,,8.5,6,9,,,,,,,Texas,Female,,Some college but no degree,Black or African-American,,City or urban community,,21,Democratic party,
R_1BWGAxBSF37hPMJ,,,,,,,2.2,8.9,3.7,,,,Pa,Female,,Some college but no degree,White,,Rural community,,43,Independent,
R_32OYjL8ehZudFbU,,,,1,5.1,1,,,,,,,MISSISSIPPI,Female,,Some college but no degree,White,,Rural community,,34,Other (please specify):,NONE
R_2flZVizW89aZCne,7.1,1.9,6.1,,,,,,,,,,MI,Female,,Graduate degree,White,,Rural community,,60,Democratic party,
R_2X04r8i8vcxSWjp,8.2,5,6.1,,,,,,,,,,Texas,Female,,Graduate degree,White,,Rural community,,59,Republican Party,
R_1mFC2mHiaxhKzXz,,,,,,,,,,9,2,9,Fl,Male,,Bachelor degree,White,,City or urban community,,28,Independent,
R_1DqjbW05YrwTkha,,,,,,,3.2,7.4,5.3,,,,Ohio,Female,,Some college but no degree,White,,Suburban community,,45,Independent,
R_73pU9aWwoXAwZzj,,,,,,,,,,4.2,8.1,8.1,Michigan,Female,,Some college but no degree,White,,City or urban community,,39,Democratic party,
R_24cpAofF6PSsbV8,,,,8.5,1,8.5,,,,,,,Alabama,Female,,Bachelor degree,White,,City or urban community,,48,Republican Party,
R_1NzbH5kgU6PM5Cs,5,2,9,,,,,,,,,,Florida,Male,,Bachelor degree,White,,Suburban community,,60,Democratic party,
R_1nMApQmwnrS3x5j,,,,,,,,,,2.3,7.2,3.2,AK,Female,,Bachelor degree,White,,Rural community,,65,Democratic party,
R_V1KXXiJobWcrYxb,,,,,,,1,9,1,,,,Indiana,Female,,Graduate degree,White,,Suburban community,,31,Democratic party,
R_264QFmN9TeHrSOg,,,,1,9,6.1,,,,,,,GA,Female,,Graduate degree,Black or African-American,,Suburban community,,27,Independent,
R_1HkpozuybURXjAE,,,,,,,5,3.7,8.9,,,,North Carolina,Female,,Bachelor degree,White,,Suburban community,,25,Democratic party,
R_1fd8qbqXnSfj6hB,,,,,,,,,,9,1.9,9,IL,Male,,Bachelor degree,White,,Suburban community,,41,Democratic party,
R_6SANTsC9TJAAbqF,,,,7,4.2,7.6,,,,,,,Connecticut,Male,,Bachelor degree,White,,Suburban community,,37,Independent,
R_3qsrthtFt5Utm8y,,,,,,,6.1,6,6.1,,,,TN,Female,,Bachelor degree,White,,Rural community,,35,Republican Party,
R_2CqYBp5KQPNL7v2,5.3,1,1,,,,,,,,,,MINNESOTA,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,58,Democratic party,
R_2qrDyHG7J463SF6,,,,2.9,9,1.8,,,,,,,Montana,Female,,Associate degree,White,,Suburban community,,31,"Republican Party,Independent",
R_2c8bdwsY1tUr1o6,,,,,,,,,,7.5,4.4,7.6,kansas,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,32,Libertarian Party,
R_1hWJ0j5nmgmXq7B,1.9,9,7.4,,,,,,,,,,georgia,Male,,Some college but no degree,White,,Suburban community,,23,Democratic party,
R_3sAk7jH9OzcHnj3,,,,,,,,,,8.4,4.5,8,Ohio,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,63,Democratic party,
R_3gMA99UMbJewger,,,,9,2.5,7.9,,,,,,,Kansas,Female,,Some college but no degree,White,,Suburban community,,27,Independent,
R_3kLg9UmBgxgFxfm,,,,,,,1,3.1,1.7,,,,ky,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,55,Republican Party,
R_wSswc1idmjlQETv,8.6,1.4,1.9,,,,,,,,,,Texas,Male,,Bachelor degree,White,,City or urban community,,60,Libertarian Party,
R_2ZCZMOogYerS1ef,,,,,,,6.2,8.5,6,,,,NC - NORTH CAROLINA,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,55,Republican Party,
R_1FlCyyVFpijA646,,,,9,1.2,6.5,,,,,,,Idaho,Female,,Associate degree,Other (please specify):,Assyrian,Suburban community,,32,Democratic party,
R_22Ligdo8TlTNEvh,,,,,,,,,,9,1,9,TN,Female,,Some college but no degree,White,,Suburban community,,34,Democratic party,
R_3pqYDlJQoQu5X7r,,,,,,,,,,8.1,2,9,az,Female,,Some college but no degree,White,,Rural community,,57,Republican Party,
R_3l6E7R2cXgVqO0p,,,,9,3,3,,,,,,,New Jersey,Female,,Some college but no degree,White,,Rural community,,49,Democratic party,
R_1roCl8Ptwn7Mxau,2.4,6.9,8.1,,,,,,,,,,alabama,Male,,Associate degree,Black or African-American,,City or urban community,,50,Independent,
R_3R7AiJxBwBKDpss,,,,,,,3,9,6,,,,Nevada,Female,,Bachelor degree,White,,City or urban community,,33,Democratic party,
R_1FSXkaEcyEnr6lr,3.5,5.1,3.3,,,,,,,,,,Indiana,Female,,Associate degree,Black or African-American,,Suburban community,,36,Democratic party,
R_T6qVncSyEEC4tI5,,,,,,,,,,1,5.8,1,il,Female,,Graduate degree,White,,Rural community,,32,Republican Party,
R_211eEG7rHmhT9BE,,,,1.1,2,1,,,,,,,California,Male,,Graduate degree,White,,Suburban community,,58,Democratic party,
R_1F4BlqqUMOvbUlu,,,,,,,3.2,5.7,5.7,,,,,Female,,Some college but no degree,Asian,,City or urban community,,20,Democratic party,
R_1BRfD7vVqH65AS1,,,,9,1,6.2,,,,,,,florida,Male,,Associate degree,White,,Suburban community,,49,Democratic party,
R_3siY4Bytr6tMonT,,,,,,,6.1,8.3,4.6,,,,South Carolina,Female,,Bachelor degree,Black or African-American,,City or urban community,,44,Democratic party,
R_scf1zHwbvhopfdD,,,,,,,,,,6,7.2,5.7,texas,Female,,Bachelor degree,Black or African-American,,Suburban community,,43,Independent,
R_6ytuTx2DYDY46Fr,,,,,,,4.1,4.2,9,,,,Pennsylvania,Female,,Graduate degree,White,,City or urban community,,25,Democratic party,
R_2tyuKy8xddNA5KJ,,,,,,,,,,2.1,1.7,8.6,NY,Female,,Bachelor degree,Asian,,Suburban community,,22,Democratic party,
R_2upy9i9Df3UeL4a,8,2,6,,,,,,,,,,Florida,Male,,Bachelor degree,White,,Rural community,,48,Democratic party,
